4,3,4254252,93.2,88.64,104.2828924,498,958,237.7,1062,14.32638889,1.837777778,21.62,74.98968056,100,23.24861111,946.3333333,349.5895
5,3,4254252,95.3,88.59,87.32278808,519,954,232.9758065,1061,16.68548387,2.242876344,16.9,75.48181452,100,25.625,947.2580645,373.838
6,3,4254252,57.5,88.62,87.19518269,515,917,255.8777778,1033,18.09166667,2.529305556,39.52,77.76983333,100,26.2125,948.4722222,376.061
7,3,4254252,6.7,88.7,87.26177245,505,924,309.8413978,1038,16.37903226,2.81155914,21.36,65.35514785,100,28.16129032,949.5564516,402.073
8,3,4254252,18.4,88.95,87.65456311,498,916,302.9811828,1014,16.25268817,2.306182796,21.31,63.05702957,100,28.54569892,949.2069892,407.913
9,3,4254252,71.1,89.19,88.52166328,485,939,234.8458333,974,17.14861111,2.380555556,28.31,72.94956944,100,26.61388889,949.0555556,378.248
10,3,4254252,73.3,90.35,100.0032026,427,978,191.2204301,905,14.68413978,2.208198925,24.89,72.4013172,100,24.12096774,948.1586022,373.231
11,3,4254252,28,90.35,116.5660553,362,988,131.9972222,838,11.82777778,1.922916667,17.7,75.82491667,100,20.40972222,949.4305556,345.7877292
12,3,4254252,3.2,90.59,115.8959912,322,1048,154.9489247,757,3.879032258,1.95672043,8.06,55.93135753,100,17.4905914,948.0376344,359.318
1,4,4321010,21.4,90.78,114.9302434,351,1022,173.7379032,817,0.682795699,2.087231183,11.48,57.78278226,100,13.6922043,949.7043011,353.45
2,4,4321010,20,91.29,115.5763315,420,1043,226.1339286,926,1.797619048,2.185267857,8.69,47.86803571,100,17.76041667,950.7589286,338.6408333
3,4,4321010,28.7,91.4,115.4558666,476,1019,224.2432796,1014,6.25,2.232123656,7,53.26783602,100,21.60349462,946.3306452,364.5555625
4,4,4321010,34.5,90.26,105.005896,509,970,252.1097222,1072,10.28333333,2.396944444,9.54,58.00429167,100,24.45138889,946.2222222,361.492
5,4,4321010,59.2,90.25,87.50407556,518,925,234.7594086,1055,16.20026882,2.305376344,13.81,69.2234543,100,26.89112903,946.7473118,373.91
6,4,4321010,67.8,90.31,87.60367199,516,939,286.5944444,1055,17.11944444,2.486805556,25.05,70.16515278,100,27.40833333,949.4166667,377.327
7,4,4321010,15.5,90.51,88.41201672,514,934,307.5981183,1031,16.66532258,2.633333333,20,63.93853495,100,28.83333333,949.9462366,410.55
8,4,4321010,218.9,90.99,89.17082464,501,952,248.5362903,1021,18.35215054,2.481182796,29.11,74.59407258,100,27.48924731,949.327957,403.996
9,4,4321010,99.1,91.63,90.1695979,483,937,219.7333333,977,17.69861111,1.962777778,31,75.93465278,100,26.35555556,949.9444444,380.342
10,4,4321010,47.42,92.83,101.7144451,422,958,205.6465054,903,14.71639785,1.69905914,21.88,75.1830914,100,23.44623656,949.3145161,387.584
11,4,4321010,89.6,93.11,119.3788882,379,998,142.4819444,787,11.68194444,1.723888889,18.25,78.61236111,100,19.55972222,950.1944444,357.52
12,4,4321010,14.4,93.46,119.8171804,322,1003,141.2634409,738,8.322580645,1.687096774,19.76,73.3836828,100,17.26344086,950.4301075,355.457
1,5,4387768,23.6,95.12,120.5944462,360,1012,165.9905914,797,4.458333333,2.088306452,11.05,59.1815457,100,17.18817204,949.233871,476.717
2,5,4387768,2.9,95.72,121.4607632,424,1050,217.2827381,928,5.099702381,2.167261905,6.64,51.43736607,100,20.91815476,947.3809524,496.269
3,5,4387768,82,96.08,123.5187804,449,1003,243.7486559,1035,8.798387097,2.088037634,8.58,62.13215054,100,21.71236559,948.8709677,495.91
4,5,4387768,60.1,95.27,111.8189698,502,1013,271.2097222,1065,9.2375,2.427083333,6.26,55.93251389,100,24.27638889,946.1111111,534.322
5,5,4387768,70,95.54,93.85601888,515,932,275.0685484,1053,14.10080645,2.540994624,10.96,60.93267473,100,27.46370968,944.4758065,552.657
6,5,4387768,17,95.81,93.94244975,512,937,310.2041667,1051,15.98472222,2.409861111,10.25,61.02152778,100,29.19027778,946.3194444,576.089
7,5,4387768,2.3,96.23,94.04089164,513,915,284.3830645,1027,16.46639785,2.777419355,25.8,65.5071371,100,28.10887097,949.9865591,600.353
8,5,4387768,9.8,96.52,93.92617978,509,947,268.1626344,1025,17.23387097,2.335483871,20.21,65.6522043,100,28.5672043,948.8037634,597.463
9,5,4387768,382.3,96.97,93.85323537,485,924,199.1097222,977,16.57361111,2.151111111,20.03,73.25301389,100,26,947.8055556,586.198
10,5,4387768,48.7,98.28,105.5498741,441,1003,200.6801075,909,13.7594086,1.744354839,25.29,77.12384409,100,21.88306452,949.422043,532.851
11,5,4387768,7.2,98.39,122.8565229,352,996,174.5694444,806,9.869444444,1.639722222,16.48,68.97298611,100,20.22638889,950.2777778,535.823
12,5,4387768,41.6,98.68,123.173935,332,1011,126.4583333,745,6.639784946,1.691129032,21.47,73.19829301,100,15.44489247,951.5860215,481.83
1,6,4454526,3.8,99.12,124.0953998,347,1014,145.1827957,771,2.495430108,2.024193548,13.31,53.08258065,96.28,13.13427419,956.7836022,479.924
2,6,4454526,8.8,99.43,124.1884333,399,983,142.0610119,866,10.88526786,2.045238095,18,56.53552083,91.64,20.99642857,952.3467262,491.596
3,6,4454526,1.2,99.82,125.0412131,445,1002,233.6747312,1032,8.139919355,2.608870968,8.23,44.20012097,90.48,22.85026882,950.8534946,474.182
4,6,4454526,74.8,98.91,112.9959521,473,980,218.1083333,1076,10.43555556,2.745694444,5.89,48.757,89.54,24.45819444,950.5708333,562.022
5,6,4454526,23.4,98.9,96.32499275,501,968,268.0147849,1065,15.82217742,2.569489247,11.2,52.73822581,89.67,27.9952957,949.6223118,545.457
6,6,4454526,104.8,99.26,97.33691896,494,920,279.5763889,1044,17.53152778,2.830138889,12.74,54.78402778,90.85,29.1225,949.2472222,547.839
7,6,4454526,8.9,99.86,97.9636068,492,924,297.2513441,1034,16.46948925,2.495295699,14.19,51.08736559,87.59,29.06034946,952.5026882,539.632
8,6,4454526,5.1,100.48,98.50542856,502,940,290.4247312,1019,16.12916667,2.763709677,18.33,49.78268817,84.05,29.0827957,951.797043,575.925
9,6,4454526,283.6,100.84,98.36929428,466,916,182.0361111,952,19.53791667,1.868333333,31.92,69.34820833,92.8,26.20597222,950.6694444,538.058
10,6,4454526,54.5,102.24,109.0281609,416,945,156.2822581,908,16.5436828,1.972849462,33.62,71.38797043,92.43,22.54623656,951.4892473,479.506
11,6,4454526,11.6,102.7,125.45535,349,1020,139.8083333,823,8.508333333,1.808888889,14.47,58.25825,91.96,17.75388889,952.8569444,511.625
12,6,4454526,22.2,103.31,125.2473376,309,1044,144.6854839,756,4.47594086,2.096102151,10.16,51.05747312,92.75,16.15766129,952.780914,459.897
